year,round,circuitId,weather,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
2009,1,1,Sunny with temperatures reaching up to 27 °C (81 °F)[2],1,0,0,0,0
2009,2,2,"Dry start, with heavy rain and thunderstorm/monsoon later",0,0,1,1,0
2009,3,17,Rain,0,0,0,1,0
2009,4,3,Sunny,1,0,0,0,0
2009,5,4,"Warm, Sunny",1,0,0,0,0
2009,6,6,Sunny,1,0,0,0,0
2009,7,5,Sunny,1,0,0,0,0
2009,8,9,"Dry, overcast",0,0,0,0,1
2009,9,20,Sunny and overcast,1,0,0,0,1
2009,10,11,Sunny25 °C (77 °F)[2],0,0,0,0,0
2009,11,12,Hot and dry with temperatures reaching up to 33 °C (91 °F)[1],1,0,1,0,0
2009,12,13,Clear but Mild,1,0,0,0,0
2009,13,14,Mainly sunny,1,0,0,0,0
2009,14,15,Hot and Dry,1,0,1,0,0
2009,15,22,"Sunny, Dry",0,0,1,0,0
2009,16,18,Partially cloudy and dry,0,0,1,0,1
2009,17,24,Dry,0,0,1,0,0
2008,1,1,"Sunny,very hot with air temperature 39°C.",1,0,0,0,0
2008,2,2,"Sunny, partly cloudy",0,0,0,0,1
2008,3,3,Dry,0,0,1,0,0
2008,4,4,Sunny,1,0,0,0,0
2008,5,5,Sunny with temperatures reaching up to 17 °C (63 °F)[3],1,0,0,0,0
2008,6,6,"Wet, drying later.",0,0,0,0,0
2008,7,7,Hot with temperatures approaching 31 °C (88 °F); wind speeds up to 8.9 kilometres per hour (5.5 mph)[1],1,0,0,0,0
2008,8,8,Dry at first; light rain in the final stages,0,0,1,1,0
2008,9,9,"Rain, later drying",0,0,0,0,0
2008,10,10,"Cloudy, later sunny[1]",0,0,0,0,0
2008,11,11,"Sunny; Air 30–31 °C (86–88 °F), Track 40–43 °C (104–109 °F)",0,0,0,0,0
2008,12,12,Sunny,1,0,0,0,0
2008,13,13,"Cloudy, rain in last 3 laps",0,0,0,1,0
2008,14,14,"Heavy rain, dry towards the end",0,0,1,0,0
2008,15,15,"Dry, Air Temp: 28°C, Wind Speed: 2.2m/s, Humidity: 79%",0,0,0,0,0
2008,16,16,Cloudy with temperatures reaching up to 17 °C (63 °F)[1],0,0,0,0,1
2008,17,17,Dry,0,0,1,0,0
2008,18,18,"Rain at beginning and end, otherwise drying",0,0,0,1,0
2007,1,1,Clear with temperatures reaching up to 21 °C (70 °F)[1],1,0,0,0,0
2007,2,2,Sunny[1],0,0,0,0,0
2007,3,3,"Sunny, dry, windy",0,0,0,0,0
2007,4,4,Sunny and warm,1,0,0,0,0
2007,5,6,"Cloudy, air temp 24–27 °C (75–81 °F), track temp 33–42 °C (91–108 °F)",0,0,0,0,0
2007,6,7,Warm with temperatures approaching 26 °C (79 °F); wind speeds up to 5.8 kilometres per hour (3.6 mph)[1],1,0,0,0,0
2007,7,19,Warm (33C/91F) and clear,1,0,0,0,0
2007,8,8,Cloudy,0,0,0,0,1
2007,9,9,Dry and sunny,1,0,1,0,0
2007,10,20,Heavy Rain on Lap 1. Drying track at restart. Light Rain before the finish.,0,0,0,1,0
2007,11,11,"Sunny, temperatures reaching up to 27 °C (81 °F)[1]",0,0,0,0,0
2007,12,5,Sunny,1,0,0,0,0
2007,13,14,Sunny,1,0,0,0,0
2007,14,13,"Partly cloudy, mild and dry",1,0,1,0,0
2007,15,16,Very heavy rain,0,0,0,1,0
2007,16,17,Light Rain at the start before drying out. Light rain in the middle of the race before drying.,0,0,0,1,0
2007,17,18,"37 °C (Air), 63 °C (Track)",0,0,0,0,0
2006,1,3,"Fine, Dry and HotAir Temp 23 °C (73 °F)[1]Track Temp 40 °C (104 °F)[1] dropping to 34 °C (93 °F)",0,0,1,0,0
2006,2,2,"Fine, Air Temp: 33°C, Wind Speed: 1.5 m/s, Humidity: 61%",0,0,0,0,0
2006,3,1,"Cloudy, 14.5C (58F)",0,0,0,0,0
2006,4,21,Sunny,1,0,0,0,0
2006,5,20,not found,0,0,0,0,0
2006,6,4,Sunny,1,0,0,0,0
2006,7,6,Fine,1,0,0,0,0
2006,8,9,Sunny,1,0,0,0,0
2006,9,7,Sunny and warm with temperatures reaching up to 28 °C (82 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1],1,0,0,0,0
2006,10,19,"Sunny, hot",1,0,0,0,0
2006,11,8,"Sunny, warm",1,0,0,0,0
2006,12,10,"Sunny, warm",1,0,0,0,0
2006,13,11,Cool and rainy with temperatures reaching up to 20 °C (68 °F)[1],0,1,0,1,0
2006,14,5,"Sunny, hot",1,0,0,0,0
2006,15,14,Warm and sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
2006,16,17,"Cloudy, wet track that progressively dried up.Rainy during the last few laps.",0,0,0,1,0
2006,17,22,Fine,1,0,0,0,0
2006,18,18,Temperatures reaching up to 23 °C (73 °F)[1],0,0,0,0,0
2005,1,1,"Cool, partly cloudy",0,0,0,0,1
2005,2,2,"Fine, Air: 34–36°C (93–97°F) and Track: 44–50°C (111–122°F)",0,0,0,0,0
2005,3,3,"Sunny, 42 °C (108 °F)[1]",0,0,0,0,0
2005,4,21,Warm and cloudy,1,0,0,0,1
2005,5,4,"Sunny, warm",1,0,0,0,0
2005,6,6,Fine,1,0,0,0,0
2005,7,20,"Partly cloudy, hot and dry",1,0,1,0,0
2005,8,7,Cloudy and hot with temperatures approaching 32.5 °C (90.5 °F); wind speeds up to 5.1 kilometres per hour (3.2 mph)[1] Track 43–47 °C (109–117 °F),1,0,0,0,1
2005,9,19,"Cloudy, temperatures up to 77 °F (25 °C); wind speeds up to 11.1 miles per hour (17.9 km/h)[1]",0,0,0,0,0
2005,10,8,"Sunny, Air: 32 °C (90 °F), Track 53 °C (127 °F)",0,0,0,0,0
2005,11,9,"Sunny, Air: 27 °C (81 °F), Track 47 °C (117 °F)",0,0,0,0,0
2005,12,10,"Cloudy with drizzle, but staying dry during the race. Air temp: 24°C.",0,0,1,0,1
2005,13,11,"Sunny, Air: 34 °C (93 °F), Track 45 °C (113 °F)",0,0,0,0,0
2005,14,5,Sunny; 30°C Air; 45°C Track,0,0,0,0,0
2005,15,14,Sunny,1,0,0,0,0
2005,16,13,Wet and dry,0,0,1,1,0
2005,17,18,"Cloudy, dry, Air: 23 °C (73 °F), Track 22 °C (72 °F)",0,0,0,0,0
2005,18,22,Partially cloudy and dry with temperatures reaching up to 25 °C (77 °F)[1],0,0,1,0,1
2005,19,17,Sunny,1,0,0,0,0
2004,1,1,Dry & cloudyAir Temp 20 °C (68 °F),0,0,1,0,0
2004,2,2,"Dry, light rain at the startAir Temp 34 °C (93 °F)",0,0,0,1,0
2004,3,3,"Warm, dry and overcast",0,0,1,0,1
2004,4,21,"Clear, air temp: 22°C",0,0,0,0,0
2004,5,4,Clear,1,0,0,0,0
2004,6,6,Dry and sunny,1,0,1,0,0
2004,7,20,"Cloudy at start, sunny later",1,0,0,0,1
2004,8,7,Clear and mild with temperatures approaching 25 °C (77 °F); wind speeds up to 5.8 kilometres per hour (3.6 mph)[1] Track 35 °C (95 °F)[2],1,0,0,0,0
2004,9,19,Fine with temperatures reaching up to 24 °C (75 °F); wind speeds approaching speeds of 17.9 kilometres per hour (11.1 mph)[1],1,0,0,0,0
2004,10,8,Sunny,1,0,0,0,0
2004,11,9,"Cloudy, Air: 17 °C (63 °F), Track 27 °C (81 °F)",0,0,0,0,0
2004,12,10,Sunny,1,0,0,0,0
2004,13,11,"Warm, dry and sunny, Air: 26 °C (79 °F), Track 42 °C (108 °F)",0,0,1,0,0
2004,14,13,Dry with temperatures reaching up to 15 °C (59 °F)[1],0,0,1,0,0
2004,15,14,"Wet track at the start, dry later on",0,0,1,1,0
2004,16,17,Sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
2004,17,22,Sunny,1,0,0,0,0
2004,18,18,Dry/Wet,0,0,0,0,0
2003,1,1,"Damp at beginning, dry later, cloudy, mild",1,0,1,1,0
2003,2,2,Fine,1,0,0,0,0
2003,3,18,Rainy: 20 °C (68 °F),0,0,0,0,0
2003,4,21,Mostly cloudy with maximum ambient temperatures reaching 13 degrees during the day.,0,0,0,0,1
2003,5,4,Clear,1,0,0,0,0
2003,6,23,Mostly cloudy with isolated showers in the area,0,0,0,1,1
2003,7,6,Fine,1,0,0,0,0
2003,8,7,Partly cloudy and mild with temperatures reaching a maximum of 19.3 °C (66.7 °F); wind speeds up to 12.9 kilometres per hour (8.0 mph)[1],1,0,0,0,1
2003,9,20,Mostly cloudy with maximum ambient temperatures reaching 25 degrees celsius during the day.,0,0,0,0,1
2003,10,8,"Cloudy, Air: 26 °C (79 °F), Track 35 °C (95 °F)",0,0,0,0,0
2003,11,9,"Sunny at start, cloudy later, Air: 24 °C (75 °F), Track 29 °C (84 °F)",1,0,0,0,1
2003,12,10,Fine,1,0,0,0,0
2003,13,11,"Warm, dry and sunny, 28 °C (82 °F)",0,0,1,0,0
2003,14,14,Sunny,1,0,0,0,0
2003,15,19,Scattered showers with temperatures up to 69.1 °F (20.6 °C); wind speeds up to 14 miles per hour (23 km/h)[1],0,0,0,1,0
2003,16,22,"Cloudy, Air: 22 °C (72 °F), Track 25 °C (77 °F)",0,0,0,0,0
2002,1,1,"Cloudy at start, clearing to sunny skies.",1,0,0,0,1
2002,2,2,"Partially cloudy, hot and dry",1,0,1,0,0
2002,3,18,"Clear, Air Temp: 30°C",0,0,0,0,0
2002,4,21,"Scattered thunderstorms, but remaining dry. Air Temp: 18°C",0,0,0,0,0
2002,5,4,"Clear, Air Temp: 20°C",0,0,0,0,0
2002,6,23,"Clear, Air Temp: 20°C",0,0,0,0,0
2002,7,6,"Fine, Air Temp: 22°C",0,0,0,0,0
2002,8,7,Mostly fine and humid with temperatures reaching a maximum of 24.1 °C (75.4 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1],1,0,0,0,0
2002,9,20,"Mainly Fine, Air Temp: 18°C",0,0,0,0,0
2002,10,9,"Dry/Wet, Air Temp: 21°C",0,0,0,0,0
2002,11,8,"Warm and sunny, Air Temp: 25°C",1,0,0,0,0
2002,12,10,"Fine, Air Temp: 28°C",0,0,0,0,0
2002,13,11,"Partially cloudy, hot and sunny, Air Temp: 28 °C (82 °F)[1]",1,0,0,0,0
2002,14,13,"Cloudy, Air: 17 °C (63 °F), Track 25 °C (77 °F)[1]",0,0,0,0,0
2002,15,14,"Sunny, hot, dry 23°C",0,0,1,0,0
2002,16,19,Sunny with temperatures reaching up to 80.1 °F (26.7 °C); wind speeds approaching a maximum of 10.1 miles per hour (16.3 km/h)[1] Track 93 °F (34 °C),1,0,0,0,0
2002,17,22,"Sunny, Air: 26 °C (79 °F), Track 30 °C (86 °F)",0,0,0,0,0
2001,1,1,"Cloudy, sunny later",1,0,0,0,0
2001,2,2,"Rain and Thunderstorms at start, dry later; Air Temp at start: 32 °C (90 °F)",0,0,1,1,0
2001,3,18,"Dry first, rain and thunderstorms later; Air temp: 25–30 °C (77–86 °F)[1] Track 27–40 °C (81–104 °F)",0,0,1,1,0
2001,4,21,"Sunny. Air Temp: 14 °C (57 °F), Track 26 °C (79 °F)",0,0,0,0,0
2001,5,4,"Overcast, Mild, Dry, Air Temp: 18°C",0,0,0,0,0
2001,6,23,"Sunny, Air: 18 to 19 °C (64 to 66 °F), Track 18 to 32 °C (64 to 90 °F)",0,0,0,0,0
2001,7,6,"Warm and Sunny, Air Temp: 23 °C (73 °F), Track 36 to 39 °C (97 to 102 °F)",1,0,0,0,0
2001,8,7,Sunny,1,0,0,0,0
2001,9,20,"Sunny, mild, dry, Air Temp: 21°C",0,0,0,0,0
2001,10,8,Sunny,1,0,0,0,0
2001,11,9,"Partially cloudy, mild, dry, Air Temp: 16 °C (61 °F), Track 27 °C (81 °F)",0,0,0,0,0
2001,12,10,"Partially cloudy, very hot, dry, Air: 28 °C (82 °F), Track: 32 °C (90 °F)",0,0,0,0,0
2001,13,11,"Hot, dry and partially cloudy",0,0,1,0,1
2001,14,13,"Overcast, mild, dry, Air Temp: 12 to 16 °C (54 to 61 °F)",0,0,0,0,0
2001,15,14,"Sunny, partly cloudy, Air: 19 to 20 °C (66 to 68 °F), Track 26 °C (79 °F)",0,0,0,0,0
2001,16,19,"Sunny, cool, Air: 19–21 °C (66–70 °F), Track 27 °C (81 °F)",0,0,0,0,0
2001,17,22,"Cloudy, Mild, Dry, Air Temp: 24°C",0,0,0,0,0
2000,1,1,"Sunny,[2] Air Temp: 20 °C",0,0,0,0,0
2000,2,18,"Sunny, Air: 22 °C (72 °F), Track: 35 °C (95 °F)",0,0,0,0,0
2000,3,21,"Overcast, Mild, Dry, 16 °C",0,0,0,0,0
2000,4,9,"Sunny, mild, dry, Air Temp: 10 °C (50 °F)",0,0,0,0,0
2000,5,4,"Sunny, Mild, Dry",0,0,1,0,0
2000,6,20,"Dry at first, rain later on, Air: 11 °C (52 °F), Track: 12 °C (54 °F)",0,0,1,1,0
2000,7,6,Sunny,1,0,0,0,0
2000,8,7,"Cloudy and raining; Air 17 °C (63 °F), Track 21 °C (70 °F)",0,0,0,0,1
2000,9,8,"Sunny, dry, Air Temp: 27°C",0,0,0,0,0
2000,10,23,"Partially cloudy, dry, Air: 17 to 18 °C (63 to 64 °F), Track 18 to 19 °C (64 to 66 °F)",0,0,0,0,0
2000,11,10,"Dry/Wet, Air: 21 °C (70 °F), Track: 21 to 25 °C (70 to 77 °F)",0,0,0,0,0
2000,12,11,"Partially cloudy, very hot, dry, Air; 32 °C (90 °F), Track 34 to 44 °C (93 to 111 °F)",0,0,0,0,0
2000,13,13,"Wet at start, drying, Air & track temperature; 15 °C (59 °F)",0,0,0,1,0
2000,14,14,Sunny with temperatures reaching up to 29 °C (84 °F)[1],1,0,0,0,0
2000,15,19,"Cloudy, drying, Air 12 °C (54 °F), Track 14 °C (57 °F)",0,0,0,0,0
2000,16,22,Dry/wet,0,0,0,0,0
2000,17,2,"Overcast, Very hot, Dry",0,0,1,0,0
1999,1,1,Sunny and dry with temperatures reaching up to 19 °C (66 °F)[1],1,0,1,0,0
1999,2,18,"Sunny, hot, dry 25 °C (77 °F)[1]",0,0,1,0,0
1999,3,21,"Sunny, mild, dry, 23 °C",0,0,0,0,0
1999,4,6,"Sunny, hot, dry",0,0,1,0,0
1999,5,4,"Cloudy, hot, dry 22 °C (72 °F)[1]",0,0,1,0,0
1999,6,7,Hot with temperatures approaching 31 °C (88 °F); wind speeds up to 5.1 kilometres per hour (3.2 mph)[1] Track 41–43 °C (106–109 °F),1,0,0,0,0
1999,7,8,"Overcast, mild, dry at first, rain later on",0,0,1,1,0
1999,8,9,"Sunny, mild, dry",0,0,1,0,0
1999,9,23,"Overcast, mild, dry",0,0,1,0,0
1999,10,10,"Partially cloudy, very hot, dry",0,0,1,0,0
1999,11,11,"Partially cloudy, hot, dry, Air: 25 °C (77 °F), Track 37 °C (99 °F)",0,0,0,0,0
1999,12,13,"Partially cloudy, mild, dry",0,0,1,0,0
1999,13,14,Hot and dry with temperatures reaching up to 30 °C (86 °F)[1],1,0,1,0,0
1999,14,20,Wet/Dry,0,0,0,0,0
1999,15,2,"Cloudy, hot, dry",0,0,1,0,0
1999,16,22,"Overcast, mild, dry",0,0,1,0,0
1998,1,1,"Clear with maximum temperatures reaching 24 degrees at the start, increasing to 30 degrees by the end of the race.",1,0,0,0,0
1998,2,18,"Mostly cloudy, 31 °C (88 °F)",0,0,0,0,0
1998,3,25,Cloudy with variable levels of dryness; temperatures reaching up to 19 °C (66 °F)[2],0,0,0,0,1
1998,4,21,"Sunny, 25 °C",0,0,0,0,0
1998,5,4,Sunny and warm,1,0,0,0,0
1998,6,6,Hot and sunny with temperatures reaching up to 22 °C (72 °F)[1],1,0,0,0,0
1998,7,7,Cool and overcast with air temperatures reaching up to 16 °C (61 °F); wind speeds up to 2.9 kilometres per hour (1.8 mph) reported[1],0,1,0,0,1
1998,8,8,"Sunny, warm",1,0,0,0,0
1998,9,9,"Rain, Wet Track",0,0,0,1,0
1998,10,23,Sunny,1,0,0,0,0
1998,11,10,Cloudy but dry,0,0,1,0,1
1998,12,11,"Cloudy, hot, dry, 30°C",0,0,0,0,0
1998,13,13,Cold and wet with rain becoming heavier,0,1,0,1,0
1998,14,14,Sunny,1,0,0,0,0
1998,15,20,"Cloudy, cold, dry",0,0,1,0,0
1998,16,22,Fine,1,0,0,0,0
1997,1,1,"Partly Cloudy, Dry",0,0,1,0,0
1997,2,18,Overcast and dry with temperatures reaching up to 23 °C (73 °F)[1],0,0,1,0,1
1997,3,25,"Partially cloudy and dry, with temperatures reaching up to 21 °C (70 °F)[1]",0,0,0,0,1
1997,4,21,"Cloudy, Dry, 17 °C",0,0,0,0,0
1997,5,6,"Overcast, cold and rain, air temperature 11C or 51F",0,1,0,0,0
1997,6,4,Clear,1,0,0,0,0
1997,7,7,Clear and mild with temperatures approaching 22.7 °C (72.9 °F); wind speeds up to 4.1 kilometres per hour (2.5 mph)[1],1,0,0,0,0
1997,8,8,"Dry at first, rain in closing stages",0,0,1,1,0
1997,9,9,"Sunny, Dry Track",0,0,1,0,0
1997,10,10,"Sunny, dry track",0,0,1,0,0
1997,11,11,"Sunny, Dry Track, 27°C",0,0,1,0,0
1997,12,13,"Wet, then drying out with temperatures reaching up to 28 °C (82 °F)[1]",0,0,0,0,0
1997,13,14,Dry with temperatures reaching up to 29 °C (84 °F)[1],0,0,1,0,0
1997,14,23,Sunny,1,0,0,0,0
1997,15,20,"Partially cloudy, mild and dry",1,0,1,0,0
1997,16,22,Sunny[1],0,0,0,0,0
1997,17,26,Sunny with temperatures reaching up to 25 °C (77 °F)[1],1,0,0,0,0
1996,1,1,Dry with temperatures reaching up to 23 °C (73 °F)[1],0,0,1,0,0
1996,2,18,"Wet, then drying with temperatures reaching up to 24 °C (75 °F)[1]",0,0,0,0,0
1996,3,25,Dry with temperatures reaching up to 21 °C (70 °F)[1],0,0,1,0,0
1996,4,20,"Cloudy, but dry",0,0,1,0,0
1996,5,21,Sunny,1,0,0,0,0
1996,6,6,"Overcast, mild, wet at first, drying later, light rain at finish",0,0,0,1,0
1996,7,4,Rain,0,0,0,1,0
1996,8,7,Mostly sunny and warm with temperatures approaching 26 °C (79 °F)[1],1,0,0,0,0
1996,9,8,Dry,0,0,1,0,0
1996,10,9,Warm and sunny with temperatures reaching up to 25 °C (77 °F)[1],1,0,0,0,0
1996,11,10,"Sunny, dry",0,0,1,0,0
1996,12,11,Sunny with temperatures reaching up to 27 °C (81 °F)[1],1,0,0,0,0
1996,13,13,Overcast and dry with temperatures reaching up to 17 °C (63 °F)[1],0,0,1,0,1
1996,14,14,Dry,0,0,1,0,0
1996,15,27,Mostly sunny with ambient temperatures reaching 25 °C during the day.,1,0,0,0,0
1996,16,22,"Sunny, mild and dry",1,0,1,0,0
1995,1,18,Overcast,0,0,0,0,1
1995,2,25,Cloudy,0,0,0,0,1
1995,3,21,"Heavy rain before the start, before brightening up",0,0,0,1,0
1995,4,4,Sunny,1,0,0,0,0
1995,5,6,"Warm, sunny",1,0,0,0,0
1995,6,7,"Cloudy at start, sunny later with temperatures reaching up to 24.3 °C (75.7 °F); wind speeds up to 8 kilometres per hour (5.0 mph)[1]",1,0,0,0,1
1995,7,8,"Cloudy, light drizzle at times",0,0,0,0,0
1995,8,9,"Warm, cloudy, windy",0,0,0,0,0
1995,9,10,"Sunny, 28°C",0,0,0,0,0
1995,10,11,Sunny,1,0,0,0,0
1995,11,13,"Cloudy, then heavy rain",0,0,0,1,0
1995,12,14,Sunny,1,0,0,0,0
1995,13,27,Sunny,1,0,0,0,0
1995,14,20,"Rain, later dried out, air temperature 11 °C (52 °F)",0,0,0,0,0
1995,15,28,"Cloudy, dry",0,0,1,0,0
1995,16,22,"Rain, later dried out",0,0,0,0,0
1995,17,29,Sunny[2],0,0,0,0,0
1994,1,18,Sunny,1,0,0,0,0
1994,2,28,Sunny,1,0,0,0,0
1994,3,21,Sunny,1,0,0,0,0
1994,4,6,Sunny,1,0,0,0,0
1994,5,4,Sunny,1,0,0,0,0
1994,6,7,Temperatures approaching 26.3 °C (79.3 °F); wind speeds up to 21 kilometres per hour (13 mph)[1],0,0,0,0,0
1994,7,8,Sunny,1,0,0,0,0
1994,8,9,Sunny,1,0,0,0,0
1994,9,10,Sunny,1,0,0,0,0
1994,10,11,Sunny,1,0,0,0,0
1994,11,13,Sunny,1,0,0,0,0
1994,12,14,Sunny,1,0,0,0,0
1994,13,27,Sunny,1,0,0,0,0
1994,14,26,Sunny,1,0,0,0,0
1994,15,22,"Heavy rain, followed by light showers",0,0,0,1,0
1994,16,29,Sunny,1,0,0,0,0
1993,1,30,"Very hot and humid, with torrential thunderstorms. Air temp: 33 °C (91 °F)",1,0,0,0,0
1993,2,18,Dry first then torrential rain; later drying and staying dry for the rest of the race,0,0,1,0,0
1993,3,31,"Very cold, rain with dry spells",0,0,1,1,0
1993,4,21,"Wet at start, dry later",0,0,1,1,0
1993,5,4,Sunny,1,0,0,0,0
1993,6,6,"Partly cloudy, mild, dry",0,0,1,0,0
1993,7,7,Temperatures reaching up to 29 °C (84 °F); wind speeds up to 18.3 kilometres per hour (11.4 mph)[1],0,0,0,0,0
1993,8,8,not found,0,0,0,0,0
1993,9,9,Dry,0,0,1,0,0
1993,10,10,Dry,0,0,1,0,0
1993,11,11,not found,0,0,0,0,0
1993,12,13,Sunny and clear,1,0,0,0,0
1993,13,14,Hot and sunny,1,0,0,0,0
1993,14,27,"Dry, sunny, windy",0,0,0,0,0
1993,15,22,"Dry/wet, warm, cloudy",0,0,0,0,1
1993,16,29,Sunny,1,0,0,0,0
1992,1,30,"Hot, dry and dull",0,0,1,0,0
1992,2,32,Scattered Clouds27 °C (81 °F)[1],0,0,0,0,0
1992,3,18,Dry,0,0,1,0,0
1992,4,4,"Dry at start, wet later",0,0,1,1,0
1992,5,21,Sunny,1,0,0,0,0
1992,6,6,Dry,0,0,1,0,0
1992,7,7,Dry with temperatures reaching up to 25 °C (77 °F); wind speeds up to 14 kilometres per hour (8.7 mph)[1],0,0,1,0,0
1992,8,8,"Dry, then raining",0,0,0,0,0
1992,9,9,Dry,0,0,1,0,0
1992,10,10,Dry,0,0,1,0,0
1992,11,11,Dry,0,0,1,0,0
1992,12,13,"Overcast, brief rain mid-race",0,0,0,1,0
1992,13,14,Sunny and warm,1,0,0,0,0
1992,14,27,"Dry, sunny, windy",0,0,0,0,0
1992,15,22,"Dry, warm, cloudy",0,0,0,0,1
1992,16,29,Cloudy,0,0,0,0,1
1991,1,33,Overcast25 °C (77 °F)[1],0,0,0,0,0
1991,2,18,"Cloudy at start, rainy later. Ambient temperature: 29.4°C (85°F).Humidity: 95%.Wind speed: 33.7 km/h (21 mph).",0,0,0,1,1
1991,3,21,"Wet at start, dry by finish",0,0,1,1,0
1991,4,6,"Cloudy, mild, dry",0,0,1,0,0
1991,5,7,Mild with temperatures approaching 25 °C (77 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[1],1,0,0,0,0
1991,6,32,Mostly Cloudy24 °C (75 °F)[1],0,0,0,0,0
1991,7,8,not found,0,0,0,0,0
1991,8,9,"Hot, dry, sunny",1,0,0,0,0
1991,9,10,Hot and sunny,1,0,0,0,0
1991,10,11,"Hot dry, sunny",1,0,0,0,0
1991,11,13,not found,0,0,0,0,0
1991,12,14,Sunny and warm,1,0,0,0,0
1991,13,27,Sunny and warm,1,0,0,0,0
1991,14,4,"Warm and overcast, drying",1,0,0,0,0
