year,round,circuitId,weather,weather_warm,weather_cold,weather_dry,weather_wet,weather_cloudy
1963,1,6,"Warm, dry and sunny",1,0,1,0,0
1963,2,13,Wet and overcast,0,0,0,1,1
1963,3,39,Sunny,1,0,0,0,0
1963,4,55,"Sunny, then rain",0,0,0,1,0
1963,5,9,"Warm, dry and sunny",1,0,1,0,0
1963,6,20,"Warm, dry and sunny",1,0,1,0,0
1963,7,14,"Warm, dry and sunny",1,0,1,0,0
1963,8,46,Sunny,1,0,0,0,0
1963,9,32,"Overcast, dry",0,0,1,0,0
1963,10,56,"Hot, dry and windy",0,0,1,0,0
1962,1,39,Sunny,1,0,0,0,0
1962,2,6,Cloudy,0,0,0,0,1
1962,3,13,Sunny,1,0,0,0,0
1962,4,53,Sunny,1,0,0,0,0
1962,5,58,Sunny,1,0,0,0,0
1962,6,20,Heavy rain showers,0,0,0,1,0
1962,7,14,"Dry, with rain later",0,0,0,1,0
1962,8,46,Sunny,1,0,0,0,0
1962,9,56,"Dry, windy",0,0,0,0,0
1961,1,6,Sunny,1,0,0,0,0
1961,2,39,Sunny,1,0,0,0,0
1961,3,13,Sunny,1,0,0,0,0
1961,4,55,Sunny,1,0,0,0,0
1961,5,58,"Torrential rain, drying later",0,0,0,0,0
1961,6,20,Wet,0,0,0,1,0
1961,7,14,Sunny,1,0,0,0,0
1961,8,46,Temperatures up to 72 °F (22 °C); wind speeds up to 8.9 miles per hour (14.3 km/h)[1],0,0,0,0,0
1960,1,25,Dry,0,0,1,0,0
1960,2,6,not found,0,0,0,0,0
1960,3,19,not found,0,0,0,0,0
1960,4,39,not found,0,0,0,0,0
1960,5,13,not found,0,0,0,0,0
1960,6,55,Dry,0,0,1,0,0
1960,7,9,"Dry, overcast.",0,0,0,0,0
1960,8,59,not found,0,0,0,0,0
1960,9,14,"Warm, dry",0,0,1,0,0
1960,10,60,Temperatures up to 75.9 °F (24.4 °C); wind speeds up to 9.9 miles per hour (15.9 km/h)[1],0,0,0,0,0
1959,1,6,"Hot, clear",1,0,0,0,0
1959,2,19,not found,0,0,0,0,0
1959,3,39,Sunny,1,0,0,0,0
1959,4,55,"Hot, dry",0,0,1,0,0
1959,5,58,Dry and sunny.,0,0,1,0,0
1959,6,61,Dry and dull.,0,0,1,0,0
1959,7,62,Hot and clear.,1,0,0,0,0
1959,8,14,Dry and sunny,1,0,1,0,0
1959,9,63,Sunny with temperatures reaching up to 77 °F (25 °C); winds gusting up to 14 miles per hour (23 km/h)[1],1,0,0,0,0
1958,1,25,not found,0,0,0,0,0
1958,2,6,not found,0,0,0,0,0
1958,3,39,not found,0,0,0,0,0
1958,4,19,not found,0,0,0,0,0
1958,5,13,"Hot, dry",0,0,1,0,0
1958,6,55,not found,0,0,0,0,0
1958,7,9,not found,0,0,0,0,0
1958,8,20,not found,0,0,0,0,0
1958,9,59,not found,0,0,0,0,0
1958,10,14,not found,0,0,0,0,0
1958,11,64,"Warm, dry, sunny",1,0,0,0,0
1957,1,25,not found,0,0,0,0,0
1957,2,6,not found,0,0,0,0,0
1957,3,19,"Slightly overcast, dry track",0,0,1,0,0
1957,4,53,not found,0,0,0,0,0
1957,5,58,"Overcast, dry.",0,0,0,0,0
1957,6,20,not found,0,0,0,0,0
1957,7,65,"Sunny, very hot, dry",0,0,1,0,0
1957,8,14,not found,0,0,0,0,0
1956,1,25,Overcast but dry,0,0,1,0,1
1956,2,6,"Warm, dry, sunny",1,0,0,0,0
1956,3,19,"Overcast, dry track",0,0,1,0,0
1956,4,13,"Wet and overcast, later drying",0,0,0,1,0
1956,5,55,not found,0,0,0,0,0
1956,6,9,"Overcast, dry",0,0,1,0,0
1956,7,20,not found,0,0,0,0,0
1956,8,14,"Cloudy, warm, alternating light rain",0,0,0,1,0
1955,1,25,Very hot and dry,1,0,1,0,0
1955,2,6,not found,0,0,0,0,0
1955,3,19,Cool and windy,0,1,0,0,0
1955,4,13,not found,0,0,0,0,0
1955,5,39,Drizzly,0,0,0,0,0
1955,6,58,"Hot, dry.[1]",0,0,0,0,0
1955,7,14,not found,0,0,0,0,0
1954,1,25,"Overcast, wet",0,0,0,1,0
1954,2,19,Very hot and sunny,1,0,0,0,0
1954,3,13,"Sunny, mild, dry",0,0,1,0,0
1954,4,55,"Overcast, wet",0,0,0,1,0
1954,5,9,"Cold, wet (heavy rain).[1]",0,0,0,1,0
1954,6,20,"Sunny, dry",0,0,1,0,0
1954,7,66,Rain,0,0,0,1,0
1954,8,14,"Sunny, mild, dry",0,0,1,0,0
1954,9,67,"Sunny, mild, dry",0,0,1,0,0
1953,1,25,"Hot, dry",0,0,1,0,0
1953,2,19,Extremely hot,1,0,0,0,0
1953,3,39,"Sunny, mild, dry",0,0,1,0,0
1953,4,13,"Hot, dry",0,0,1,0,0
1953,5,55,"Hot, dry",0,0,1,0,0
1953,6,9,"Overcast, showers",0,0,0,1,0
1953,7,20,"Sunny, mild, dry",0,0,1,0,0
1953,8,66,"Sunny, mild, dry",0,0,1,0,0
1953,9,14,"Sunny, mild, dry",0,0,1,0,0
1952,1,66,Sunny,1,0,0,0,0
1952,2,19,Warm and sunny,1,0,0,0,0
1952,3,13,Rain,0,0,0,1,0
1952,4,53,Rain,0,0,0,1,0
1952,5,9,"Overcast, dry.",0,0,0,0,0
1952,6,20,Sunny,1,0,0,0,0
1952,7,39,Rainy,0,0,0,1,0
1952,8,14,Sunny,1,0,0,0,0
1951,1,66,"Overcast, rain",0,0,0,1,0
1951,2,19,Warm and sunny,1,0,0,0,0
1951,3,13,"Sunny, Mild, Dry",0,0,1,0,0
1951,4,55,"Sunny, Hot, Dry",0,0,1,0,0
1951,5,9,"Mild, Dry",0,0,1,0,0
1951,6,20,"Sunny, Mild, Dry",0,0,1,0,0
1951,7,14,Warm and sunny,1,0,0,0,0
1951,8,67,"Hot, Dry",0,0,1,0,0
1950,1,9,"Sunny, mild, dry.",0,0,0,0,0
1950,2,6,not found,0,0,0,0,0
1950,3,19,Rainy,0,0,0,1,0
1950,4,66,"Warm, dry and sunny",1,0,1,0,0
1950,5,13,"Warm, dry and sunny",1,0,1,0,0
1950,6,55,Hot and sunny,1,0,0,0,0
1950,7,14,"Warm, hot and sunny",1,0,0,0,0
2011,1,1,"Sunny, 18°C",0,0,0,0,0
2011,2,2,"Cloudy, dry",0,0,1,0,0
2011,3,17,Fine and Dry[1] Air Temp 22 °C (72 °F)[1] Track Temp 32 °C (90 °F) dropping to 26 °C (79 °F)[1],1,0,0,0,0
2011,4,5,"Sunny, Fine and Dry[2] Air Temp 17 °C (63 °F)[2] Track Temp 35 °C (95 °F) dropping to 30 °C (86 °F)[2]",1,0,0,0,0
2011,5,4,"Mainly sunny, Fine and Dry[2][3] Air Temp 27 °C (81 °F)[3] Track Temp 33 °C (91 °F) to 44 °C (111 °F)[3]",1,0,0,0,0
2011,6,6,"Sunny, Fine and Dry[2]Air Temp 24 °C (75 °F)[2]Track Temp 44 °C (111 °F)[2]",1,0,0,0,0
2011,7,7,"Wet at start, very heavy rain later, after rain stops, track drying towards the end. Temperatures up to 27 °C (81 °F); wind speeds up to 12 kilometres per hour (7.5 mph)[1]",0,0,0,1,0
2011,8,12,"Clear, Fine and Dry[1][2] Air Temp 27 °C (81 °F)[2] Track Temp 47 °C (117 °F)[2]",1,0,0,0,0
2011,9,9,Wet track at start; subsequently drying[1]Air Temp 20 °C (68 °F)[1]Track Temp 22 °C (72 °F)[1],0,0,0,1,0
2011,10,20,"Cloudy, (light) rain at start",0,0,0,1,0
2011,11,11,"Cloudy, rain showers",0,0,0,1,0
2011,12,13,"Cloudy, dry",0,0,1,0,0
2011,13,14,Mainly sunny,1,0,0,0,0
2011,14,15,Hot and humid Air Temp 31 °C (88 °F)[1],1,0,0,0,0
2011,15,22,Sunny and dry Air Temp 24 °C (75 °F)[2],1,0,1,0,0
2011,16,35,"Dry, light rain at the start Air Temp 21 °C (70 °F)[2]",0,0,0,1,0
2011,17,68,Fine and Dry Air Temp 30 °C (86 °F)[1],1,0,1,0,0
2011,18,24,Fine and Dry Air Temp 25 °C (77 °F)[1],1,0,1,0,0
2011,19,18,Fine Air Temp 24 °C (75 °F) Track Temp 43 °C (109 °F)[1],1,0,0,0,0
2012,1,1,Fine[1] Air Temp 22 °C (72 °F)[1] Track Temp 30 °C (86 °F) dropping to 22 °C (72 °F)[1],0,0,0,0,0
2012,2,2,Heavy rain clearing to cloudy and dry[2] Air Temp 26 °C (79 °F)[2]  Track Temp 29 °C (84 °F) dropping to 24 °C (75 °F) [2],0,0,0,1,1
2012,3,17,Overcast but Dry[1] Air Temp 22 °C (72 °F)[1] Track Temp 23 °C (73 °F) [1],0,0,0,0,1
2012,4,3,Sunny and hot[1][2] Air Temp 27 °C (81 °F)[2] Track Temp 33 °C (91 °F) dropping to 29 °C (84 °F)[2],1,0,0,0,0
2012,5,4,"Partially cloudy, dry [2] Air Temp 23 °C (73 °F)[2] Track Temp 36 °C (97 °F) [2]",0,0,1,0,0
2012,6,6,"Fine and Dry, showers threatening at end[2] Air Temp 21 °C (70 °F)[2] Track Temp 38 °C (100 °F) dropping to 31 °C (88 °F)[2]",1,0,0,1,0
2012,7,7,"Fine, dry and warm;[2] with air temperature approaching 29 °C (84 °F)[2] Track Temp 45 °C (113 °F) dropping to 39 °C (102 °F)[2]",0,0,1,0,0
2012,8,12,Fine and Dry[2] Air Temp 27 °C (81 °F)[2] Track Temp 45 °C (113 °F)[2],1,0,0,0,0
2012,9,9,DryAir Temp 20 °C (68 °F)[2]Track Temp 31 °C (88 °F)[2],0,0,0,0,0
2012,10,10,Fine and Dry[2] Air Temp 22 °C (72 °F)[2] Track Temp 30 °C (86 °F)[2],1,0,0,0,0
2012,11,11,Fine and Dry. Very Hot[2][3] Air Temp 30 °C (86 °F)[3] Track Temp 45 °C (113 °F)[3],1,0,0,0,0
2012,12,13,Fine and Dry[2] Air Temp 23 °C (73 °F)[2] Track Temp 33 °C (91 °F)[2],1,0,0,0,0
2012,13,14,Dry and sizzlingly sunny[2] Air temp 28 °C (82 °F)[2] Track temp 40 °C (104 °F)[2],0,0,1,0,0
2012,14,15,Hot and humid[2]Air Temp 29 °C (84 °F)[2]Track Temp 31 °C (88 °F)[2],1,0,0,0,0
2012,15,22,Fine and Dry[2] Air Temp 23 °C (73 °F)[2] Track Temp 32 °C (90 °F)[2],1,0,0,0,0
2012,16,35,Fine and Dry[3] Air Temp 21 °C (70 °F)[3] Track Temp 27 °C (81 °F) dropping to 23 °C (73 °F)[3],1,0,0,0,0
2012,17,68,"Fine, Dry, a little hazy and a little dusty[2] Air Temp 30 °C (86 °F)[2] Track Temp 36 °C (97 °F) dropping to 31 °C (88 °F)[2]",0,0,0,0,0
2012,18,24,Dry[2] Air Temp 29 °C (84 °F)[2] Track Temp 34 °C (93 °F) dropping to 29 °C (84 °F)[2],0,0,0,0,0
2012,19,69,Scattered clouds[2][3]Air temp 24 °C (75 °F)[3]Track temp 32 °C (90 °F)[3],0,0,0,0,0
2012,20,18,"Race start: drops of rain, light rain shower getting heavier at the end.[2] Air Temp 19 °C (66 °F)[2] Track Temp 21 °C (70 °F)[2]",0,0,0,1,0
2013,1,1,"Scattered Clouds, Fine and Dry[2] Air Temp 18 °C (64 °F)[2] Track Temp 25 °C (77 °F) dropping to 19 °C (66 °F)[2]",1,0,0,0,0
2013,2,2,Light rain clearing to cloudy and dry,0,0,1,1,1
2013,3,17,not found,0,0,0,0,0
2013,4,3,not found,0,0,0,0,0
2013,5,4,Sunny,1,0,0,0,0
2013,6,6,Warm and sunny,1,0,0,0,0
2013,7,7,Mild with temperatures approaching 23 °C (73 °F); wind speeds up to 15 kilometres per hour (9.3 mph)[2],1,0,0,0,0
2013,8,9,Dry,0,0,1,0,0
2013,9,20,Sunny,1,0,0,0,0
2013,10,11,"Very hot and sunny, 35°C.",1,0,0,0,0
2013,11,13,not found,0,0,0,0,0
2013,12,14,Cloudy,0,0,0,0,1
2013,13,15,Dry and 29 degrees,0,0,1,0,0
2013,14,35,Cloudy with maximum temperatures reaching 29 degrees during the day,0,0,0,0,1
2013,15,22,Warm and sunny,1,0,0,0,0
2013,16,68,"Sunny, haze",0,0,0,0,0
2013,17,24,Clear,1,0,0,0,0
2013,18,69,"Partly cloudy, warmTemperatures reaching up to 89.1 °F (31.7 °C); wind speeds approaching speeds of 11.1 miles per hour (17.9 km/h)[2]",0,0,0,0,0
2013,19,18,"Cloudy, Air Temp: 18°C",0,0,0,0,0
2014,1,1,"Overcast, 19 °C(66 °F)",0,0,0,0,0
2014,2,2,"Dry, 32°C",0,0,0,0,0
2014,3,3,Dry,0,0,1,0,0
2014,4,17,"Mostly cloudy, dry",0,0,1,0,0
2014,5,4,Sunny,1,0,0,0,0
2014,6,6,"Overcast, Air: 20 to 21 °C (68 to 70 °F), Track: 28 to 30 °C (82 to 86 °F).",0,0,0,0,0
2014,7,7,Temperatures up to 27.6 °C (81.7 °F); wind speeds up to 16.4 kilometres per hour (10.2 mph)[5],0,0,0,0,0
2014,8,70,"Partially cloudy, hot and dry",1,0,1,0,0
2014,9,9,Mostly cloudy with maximum temperatures reaching 21 degrees during the day.,0,0,0,0,1
2014,10,10,not found,0,0,0,0,0
2014,11,11,"Overcast. Wet track at start, then drying. Scattered thunderstorms during the day, temperatures reaching a maximum of 26 degrees.[1]",0,0,0,1,0
2014,12,13,Mostly cloudy,0,0,0,0,1
2014,13,14,"Sunny; Air: 25 °C (77 °F), Track: 37 to 42 °C (99 to 108 °F)",0,0,0,0,0
2014,14,15,Clear. Air: 28 to 30 °C (82 to 86 °F) Track: 33 to 37 °C (91 to 99 °F).,0,0,0,0,0
2014,15,22,Rain. Air: 20 °C (68 °F) Track: 24 °C (75 °F),0,0,0,0,0
2014,16,71,"Fine and dry;21 °C (70 °F) ambient temperature,33 °C (91 °F) track temperature[4]",1,0,0,0,0
2014,17,69,"Sunny, Air: 23 °C (73 °F), Track: 31 to 34 °C (88 to 93 °F)",0,0,0,0,0
2014,18,18,"Sunny, Air: 23 to 24 °C (73 to 75 °F), Track: 46 to 50 °C (115 to 122 °F)",0,0,0,0,0
2014,19,24,"Clear skies; Air temp: 30 °C (86 °F) during the day, dropping to 24 °C (75.2 °F). Wind speed: 8 km/h (4.9 mph).[2] (Night race)",1,0,0,0,0
2015,6,6,Partly cloudy18–19 °C (64–66 °F) air temperature31–37 °C (88–99 °F) track temperature1.5 m/s (4.9 ft/s) wind from the west[2],0,0,0,0,0
2015,7,7,Sunny20–21 °C (68–70 °F) air temperature39 °C (102 °F) track temperature4 m/s (13 ft/s) wind from the north[2],0,0,0,0,0
2015,4,3,"Sunny, clear24–26 °C (75–79 °F) air temperature28–31 °C (82–88 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[1]",0,0,0,0,0
2015,5,4,Sunny25 °C (77 °F) air temperature44 °C (111 °F) track temperature1.8 m/s (5.9 ft/s) wind from the northeast[3],0,0,0,0,0
2015,3,17,Sunny21 °C (70 °F) air temperature46 °C (115 °F) track temperature1.4 m/s (4.6 ft/s) wind from the northwest[1],0,0,0,0,0
2015,1,1,Partly cloudy17–18 °C (63–64 °F) air temperature32–37 °C (90–99 °F) track temperature6 m/s (20 ft/s) wind from the south[3],0,0,0,0,0
2015,2,2,Sunny32–33 °C (90–91 °F) air temperature53–58 °C (127–136 °F) track temperature2 m/s (6.6 ft/s) wind from the south[3],0,0,0,0,0
2015,8,70,Cloudy14–15 °C (57–59 °F) air temperature27–32 °C (81–90 °F) track temperature2 m/s (6.6 ft/s) wind from the west[2],0,0,0,0,0
2015,9,9,"Cloudy, rain at times17–20 °C (63–68 °F) air temperature24–32 °C (75–90 °F) track temperature2.5 m/s (8.2 ft/s) wind from the east[2]",0,0,0,1,0
2015,10,11,Sunny22–24 °C (72–75 °F) air temperature41–48 °C (106–118 °F) track temperature3.2 m/s (10 ft/s) wind from the east[2],0,0,0,0,0
2015,11,13,Cloudy23 °C (73 °F) air temperature33–37 °C (91–99 °F) track temperature3.5 m/s (11 ft/s) wind from the northwest[2],0,0,0,0,0
2015,12,14,Partly cloudy22–23 °C (72–73 °F) air temperature38–39 °C (100–102 °F) track temperature1.5 m/s (4.9 ft/s) wind from changing directions[2],0,0,0,0,0
2015,13,15,Dry28–29 °C (82–84 °F) air temperature34–36 °C (93–97 °F) track temperature0.5 m/s (1.6 ft/s) wind from the west[2],0,0,0,0,0
2015,14,22,Partly cloudy27 °C (81 °F) air temperature52–54 °C (126–129 °F) track temperature4.5 m/s (15 ft/s) wind from the east[2],0,0,0,0,0
2015,15,71,Partly cloudy18 °C (64 °F) air temperature25–27 °C (77–81 °F) track temperature1.5 m/s (4.9 ft/s) wind from the north[2],0,0,0,0,0
2015,16,69,Very cloudy17 °C (63 °F) air temperature17–20 °C (63–68 °F) track temperature8 m/s (26 ft/s) wind from the south[2],0,0,0,0,0
2015,17,32,Partly cloudy22–24 °C (72–75 °F) air temperature48–56 °C (118–133 °F) track temperature1.5 m/s (4.9 ft/s) wind from the northwest[2],0,0,0,0,0
2015,18,18,Dry22–28 °C (72–82 °F) air temperature38–48 °C (100–118 °F) track temperature2.5 m/s (8.2 ft/s) wind from the north[2],0,0,0,0,0
2015,19,24,Clear25–27 °C (77–81 °F) air temperature28–29 °C (82–84 °F) track temperature1.5 m/s (4.9 ft/s) wind from the south[3],0,0,0,0,0
2016,1,1,Partly cloudy22–23 °C (72–73 °F) air temperature26–36 °C (79–97 °F) track temperature4 m/s (8.9 mph; 14 km/h) wind from the south[4],0,0,0,0,0
2016,2,3,Dry21–22 °C (70–72 °F) air temperature26–29 °C (79–84 °F) track temperature2 m/s (6.6 ft/s) wind from the southwest[4],0,0,0,0,0
2016,3,17,Sunny21 °C (70 °F) air temperature37 °C (99 °F) track temperature4.8 m/s (16 ft/s) wind from the northeast[4],0,0,0,0,0
2016,4,71,Partly cloudy16 °C (61 °F) air temperature37–41 °C (99–106 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southwest[4],0,0,0,0,0
2016,5,4,Partly cloudy20–22 °C (68–72 °F) air temperature39–41 °C (102–106 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4],0,0,0,0,0
2016,6,6,"Rainy at start, dry later17–18 °C (63–64 °F) air temperature20–22 °C (68–72 °F) track temperature2 m/s (6.6 ft/s) wind from the north[4]",0,0,1,1,0
2016,7,7,Cloudy12 °C (54 °F) air temperature21–23 °C (70–73 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],0,0,0,0,0
2016,8,73,Partly cloudy30–33 °C (86–91 °F) air temperature39–45 °C (102–113 °F) track temperature2.5 m/s (8.2 ft/s) wind from the southeast[4],0,0,0,0,0
2016,9,70,Cloudy,0,0,0,0,1
2016,10,9,"Wet at start, dry later",0,0,1,1,0
2016,11,11,Sunny,1,0,0,0,0
2016,12,10,Partially cloudy and dry,0,0,1,0,1
2016,13,13,Partially cloudy and dry,0,0,1,0,1
2016,14,14,"Sunny, warm",1,0,0,0,0
2016,15,15,Clear30 °C (86 °F) air temperature34–35 °C (93–95 °F) track temperature1.5 m/s (4.9 ft/s) wind from the east[2],0,0,0,0,0
2016,16,2,Sunny33 °C (91 °F) air temperature49 °C (120 °F) track temperature2.8 m/s (9.2 ft/s) wind from the west[2],0,0,0,0,0
2016,17,22,Cloudy,0,0,0,0,1
2016,18,69,Sunny and hot with temperatures reaching up to 84 °F (29 °C); wind speeds approaching speeds of 9.2 miles per hour (14.8 km/h)[2],1,0,0,0,0
2016,19,32,Sunny,1,0,0,0,0
2016,20,18,Rain and 16 °C (60.8 °F),0,0,0,1,0
2016,21,24,Sunny,1,0,0,0,0
2017,1,1,Partly cloudy24 °C (75 °F) air temperature31–36 °C (88–97 °F) track temperature2 m/s (4.5 mph; 7.2 km/h) wind from the northwest[3],0,0,0,0,0
2017,2,17,not found,0,0,0,0,0
2017,3,3,not found,0,0,0,0,0
2017,4,71,not found,0,0,0,0,0
2017,5,4,not found,0,0,0,0,0
2017,6,6,not found,0,0,0,0,0
2017,7,7,Sunny and hot with temperatures reaching up to 29 °C (84 °F); wind speeds reaching 12.9 kilometres per hour (8.0 mph)[4],1,0,0,0,0
2017,8,73,Sunny,1,0,0,0,0
2017,9,70,Partly cloudy,0,0,0,0,1
2017,10,9,Overcast,0,0,0,0,1
2017,11,11,Sunny,1,0,0,0,0
2017,12,13,Partially cloudy and dry,0,0,1,0,1
2017,13,14,Sunny,1,0,0,0,0
2017,14,15,"Wet at start, then drying. Air temperature: 28°C (82°F)",0,0,0,1,0
2017,15,2,Cloudy,0,0,0,0,1
2017,16,22,Sunny,1,0,0,0,0
2017,17,69,Sunny with temperatures reaching up to 82.9 °F (28.3 °C); wind speeds approaching speeds of 13.8 miles per hour (22.2 km/h)[4],1,0,0,0,0
2017,18,32,"Sunny, dry",0,0,1,0,0
2017,19,18,not found,0,0,0,0,0
2017,20,24,Clear,1,0,0,0,0
2018,1,1,Sunny,1,0,0,0,0
2018,2,3,not found,0,0,0,0,0
2018,3,17,not found,0,0,0,0,0
2018,4,73,Cloudy,0,0,0,0,1
2018,5,4,"Partially cloudy and dry, 16°C and cold.",0,0,0,0,1
2018,6,6,not found,0,0,0,0,0
2018,7,7,Temperatures reaching up to 22.7 °C (72.9 °F); with wind speeds reaching 11.1 kilometres per hour (6.9 mph)[2],0,0,0,0,0
2018,8,34,"Partially cloudy, warm and dry",1,0,1,0,0
2018,9,70,Sunny,1,0,0,0,0
2018,10,9,Sunny 27.0 °C (80.6 °F)[2],1,0,0,0,0
2018,11,10,Overcast with intermittent rain,0,0,0,1,1
2018,12,11,not found,0,0,0,0,0
2018,13,13,not found,0,0,0,0,0
2018,14,14,not found,0,0,0,0,0
2018,15,15,not found,0,0,0,0,0
2018,16,71,not found,0,0,0,0,0
2018,17,22,not found,0,0,0,0,0
2018,18,69,not found,0,0,0,0,0
2018,19,32,not found,0,0,0,0,0
2018,20,18,not found,0,0,0,0,0
2018,21,24,not found,0,0,0,0,0
2019,1,1,not found,0,0,0,0,0
2019,2,3,Clear,1,0,0,0,0
2019,3,17,not found,0,0,0,0,0
2019,4,73,not found,0,0,0,0,0
2019,5,4,not found,0,0,0,0,0
2019,6,6,Overcast,0,0,0,0,1
2019,7,7,Temperatures reaching up to 29.6 °C (85.3 °F); wind speeds negligible[2],0,0,0,0,0
2019,8,34,Clear,1,0,0,0,0
2019,9,70,"Sunny, 36C (97F)",0,0,0,0,0
2019,10,9,Partly cloudy,0,0,0,0,1
2019,11,10,"Early rain, Late clouds",0,0,0,0,1
2019,12,11,Sunny,1,0,0,0,0
2019,13,13,Partly cloudy,0,0,0,0,1
2019,14,14,Partly cloudy,0,0,0,0,1
2019,15,15,Slightly hazy,0,0,0,0,0
2019,16,71,Partly cloudy,0,0,0,0,1
2019,17,22,Sunny,1,0,0,0,0
2019,18,32,Partly cloudy,0,0,0,0,1
2019,19,69,Sunny,1,0,0,0,0
2019,20,18,Sunny,1,0,0,0,0
2019,21,24,Clear,1,0,0,0,0
2020,1,70,Sunny,1,0,0,0,0
2020,2,70,Sunny,1,0,0,0,0
2020,3,11,"Wet at start, partly cloudy",0,0,0,1,1
2020,4,9,Partly cloudy,0,0,0,0,1
2020,5,9,Sunny,1,0,0,0,0
2020,6,4,Partly cloudy,0,0,0,0,1
2020,7,13,Partly cloudy,0,0,0,0,1
2020,8,14,Sunny,1,0,0,0,0
2020,9,76,Sunny,1,0,0,0,0
2020,10,71,Sunny,1,0,0,0,0
2020,11,20,Partly cloudy,0,0,0,0,1
2020,12,75,Cloudy,0,0,0,0,1
2020,13,21,Partly cloudy,0,0,0,0,1
2020,14,5,Overcast. Wet and drying track.,0,0,0,1,0
2020,15,3,Clear,1,0,0,0,0
2020,16,3,not found,0,0,0,0,0
2020,17,24,not found,0,0,0,0,0
